Id;Info;Author;Text;NO1;NO2;NO3;Emotion
5899;27;artursmok79;Mam w tylku tych wszystkich politykow aleTUSK to jeszcze jakos wyglada i lubia go w europie . Ale te wiesniaki z PIS to kpina . Jak oni jakims cudem wygraja to srac na to wszystko...............................;artursmok79;;;0
5900;27;tedj;@toberson - W Toruniu rządzi PiS z SLD, w Pionkach też. Jeśli grozi nam dojście SLD do władzy to tylko w koalicji z PiS. Wyhamuj więc w swoich oskarżycielski zapędach, bo sr... we własne pisowskie gniazdo. Za chwilę będziesz znowu musiał odszczekiwać "postkomunę" i mówić o średnio-starszych działaczach lewicy.Ludzie mieli pod rządami PO 4 lata na ucieczkę z Polski i jakoś tylu ich nie wyjechało co z mlekiem i miodem płynącej IV RP.;tedj;;;-1
5901;27;filolog68;Bardzo czuły jest Jarosław Kaczyński w kwestii honoru. Nie miał tej wrażliwości wtedy, kiedy Rydzyk obrażał Marię Kaczyńską , nazywając czarownicą. Nawet przekonał brata, żeby nie interweniował w tej sprawie. Inna sprawa, gdy można czymś uderzyć w Premiera i rząd, wtedy wszystkie chwyty są dozwolone. żałosna to jest figura, szkoda słów.;filolog68;;;-1
5902;27;pis_its_sick;A ja to widzę w sposób następujący:Zamknij ryj, karle, i usiądź w kącie!( bo mamie powiem, i nie będzie głaskania kota wieczorkiem );pis_its_sick;;;-1
5903;27;asdi;do "tadjan"Wiesz... też się zastanawiam, jakim trzeba być krajem i narodem, żeby bez przerwy promować schizofrenika. Przecież takich ludzi powinno się wysyłać na badania i przymusowe leczenie. A już na pewno powinno się ich odsunąć od polityki.Jak długo można słuchać bełkotu i nie wyciągać konsekwencji z prób szkodzenia państwu???;asdi;;;0
5904;27;idzienowe2010;Jaroslaw - czy ty bez przerwy myslisz o sobie jako premieze RP?Radzilbym regularnie brac lekarstwa i przestac sie wyglupiac. Nikt ci nie wierzy i nie bedzie wierzyl. Przestan sie wyglupiac, popiesc kota!;idzienowe2010;;;-1
5905;27;shtalman;Polska marka: zlodziej i pijak. Raczej nie bronilbym nigdzie takiej marki.;shtalman;;;-2
5906;27;zonzonel;Ty juź markę polską "podbudowałeś", obłudniku.Z ekstremisty zrobiłeś ministra edukacji a z świniopasa-przestępcy - wicepremiera.Z poszukiwania "agentów" - główne zajęcie aparatu państwowego.Polska długo będzie musiała brać prysznic po Twojej (ostatniej na szczęście) kadencji.Na następne wybory pójdę jak cholerny terminator, czołgając się jeśli trzeba.I zagłosuje przeciw Tobie Jarku. Masz to jak w Skoku.;zonzonel;;;-1
5907;27;toberson;Dalej gosujcie na Partie-Oszustow to skonczycie jak w 3cim Swiecie!!Tusk nic nierobi tylko niszczy Polske!!Jesli ponownie Poskomuna wygra wybory to Tusk rozlozy Polske na lopatki i wszyscy zaczna uciekac z Polski!!;toberson;;;-2
5908;27;dobryczlowiek123;Gdyby Kaczynski byl u wladzy juz dawno by napisal raport o katastrofie a winni byli by juz zlustrowani przez Macierewicza a wojsko bylo by postawione w stan gotowosci bojowej."PIS to szkodnik a Kaczynski najwiekszy klamca.";dobryczlowiek123;;;-1
5909;27;philosophe;Kaczynski nie moze oczekiwac, ze jego potencjalni wyborcy, czy tez zwykli obywatele cierpia na amnezje lub popatrza wybaczajaco na szkody, ktore w poprzednim okresie uczynil : dopuszczenie kryminalistow i lapowkarzy do wladzy,jak rowniez wpuszczenie ekstremistow i prymitywnych nacjonalistow na salony polityczne, spostponowanie biednych salowych i pielegniarek,postawienie pomnikow bandycie oraz najgorszemu antysemicie,jak rowniez osmieszanie Polski i Polakow za granica oraz konfrontacja z panstwami sasiadujacymi,spotegowanie biurokracji,popieranie i odwolywanie sie do koltunizmu katolickiego,usakncjonowanie grabiezy komunistycznych,uniemozliwianie reprywatyzacji wraz z lansowaniem hasel socjalizmu gospodarczego w celu osiagniecia pelni wladzy..Swoja szanse Kaczynski zmarnowal i tylko jemu zawdzieczac mozna obecne zdemoralizowanie.Nawet gdyby sie bil dzisiaj w piersi, prosil o wybaczenie i obiecywal naprawe szkod - nikt mu juz nie uwierzy.Kryzys obecnych czasow polega na tym, ze tzw. demokracja zawodzi i tylko dyktatura jakiejs madrej jednostki czy grupy wybitnych ludzi moglaby umozliwic stworzenie nowego systemu wladzy. A cos takiego jest niemozliwe.;philosophe;;;-1
5910;27;reali-sta1;Moim zdaniem premier nie zdezerterował, po prostu nas wszystkich olewa.tajdan - z twojego tekstu można wnioskować, że twoim wychowaniem zajmowałeś się sam na podwórku. Widać o poziomie i wraźliwości. Czy ciebie nazywano bachorem wrednym? Chyba tak!!!;reali-sta1;;;0
5911;27;almagus;JK grożny dla życia.KATASTROFA!;almagus;;;0
5912;27;konrad.ludwik02;No tak, faktycznie: obrażani są polscy piloci, b. Pan Prezydent, p. Karski i p. Gosiewski zarzucili im tchórzliwość i brak subordynacji!No a w warstwie dowodowej: dotąd brak - Panie Prezesie - zapisu rozmowy przeprowadonej przez Pna z Pańskim Bratem przez słubowy telefon satelitarny Tupolewa, na wynik której czekali piloci: mają lądować w tym Smoleńsku czy nie?;konrad.ludwik02;;;0
5913;27;tadjan;dziwnym jesteśmy społeczeństwem jeśli pozwalamy na takie występy zwodowego idioty, który opowiada takie dziwy bo tak czuje i myśli czy też potrzebuje igrać ze swoimi współobywatelami.Najbardziej mnie rozśmieszył decyzją "podjętą" przez starszą panią Jadwigę, która pewnie nie najlepiej się czuje i możliwe, że zadośćuczynienia nie dożyje, a więc czemu tego nie wykorzystać. Już nie rozumię tego dlaczego starsza pani miałaby dostać zadośćuczynienie że wychowała dwóch matołków, w tym jednego tak bezwzględnego, który się nie cofnie przed niczym dla swojej idiotycznej walki (brata już wykończył). Widać trumienka starszej pani też mogłaby być pomocna w kampanii wyborczej. Ja jej życzę 100 i 200 lat ale za synków powinna się wstydzić i to mocno. Skądś ta nienawiść do wszystkich się w tych bachorach wzięła? najwięcej wynosi się z domu.Albo btło to złe wychowanie, albo brak wychowania.;tadjan;;;0
5914;27;asdi;Kiedy ten durny facecik zamilknie?Przecież Polska traci głównie przez niego. Niszczy co się da w imię tego swojego "patryjotyzmu"... tak głupiego jak on sam.;asdi;;;-2
5915;27;marl57;mały Napoleonek używa wojenkowej retorykijak we własnym wojsku, z żołnierzykami na posyłki.A tu nikt poza nim na żadnej wojence nie jest - sami normalni.;marl57;;;0
5916;27;glowka-sodowka;A jak to było z marką polskiego pilota, który nie chciał wylądować w Tbilisi na rozkaz Leszka?Grozili Mu prokuraturą, o ile dobrze pamiętam;glowka-sodowka;;;0
5917;27;gwiazda.north;Jaro opierd..ł Martę, żeby nie psuła mu strategii imperium zła, a zajęła sę dziećmii zagospodarowaniem 3 baniek, ktore mu zawdzięcza.;gwiazda.north;;;-1
5918;27;dyskootantka;Sporo szkody polskiej marce przynieśli Kaczyńscy sami, teraz jak zwykle, Jarosław kota ogonem odwraca. Przykłady? Wykłócanie się o krzesełka w Brukseli, niepodpisywanie traktatu Lizbońskiego, który Lech Kaczyński sam wynegocjował i wcześniej się nim chwalił jako swoim osiągnięciem.Co do opinii o Polsce to trochę miałam do czynienia z różnymi ocenami, ale Polacy jako pracownicy raczej byli dobrze oceniani, nie tylko na zmywakach jak niektórzy twierdzą.Zwiedzając Anglię, spotkałam się z dość sympatycznym stwierdzeniem starszego pana, który w metrze, widząc wyciągnięty plan miasta rzucił się z pomocą. Zapytał, skąd jesteśmy i stwierdził, że pracowici Polacy ratują ich rynek pracy przed leniwymi Angolami.Pracowałam też w międzynarodowej korporacji której centrala jest w Stanach a lokacje w różnych krajach na całym świecie, od Niemiec, Szwajcarii, Włoch, Francji i Hiszpanii przez Meksyk i Brazylię po Chiny, Indie i Koreę Płd. Na tle innych Polacy byli traktowani byli i cenieni podobnie jak Niemcy, wcale nie gorzej. Tym bardziej, że u Niemców sporo pracowników to byli Turcy i Węgrzy z pochodzenia, Polacy też się trafiali. Z tą naszą marką nie jest tak źle. Może marka naszych polityków po tych różnych występach pisiorskich, że nie wspomnę o Fotydze i Macierewiczu. Ale marka kraju i jego obywateli ma się nieźle.;dyskootantka;;;-1
5919;27;krzysiek2011;Kłamczynski to z ciebie sie smieja Psycholu i z twego narzeczonego Alika !!!!!!!;krzysiek2011;;;-1
5920;27;43mark43;Ktory klamie maz czy tez wuja .Maz mowil Marcie jedynki na liscie naleza sie jak psu zupa .Marta palcem kiwnie a PISdzielce bada podskakiwali .A dzisiaj Kartofel gada co innego .Rozumiem ,kierunek wiatru zmienil sie.;43mark43;;;-1
5921;27;jasna0ster;Znowu Jarek bredzić zaczyna????Za mało czy za dużo miał ostatnio tych proszków?;jasna0ster;;;-1
5922;27;nerexis;Skończ człowieku pi*... kto na na niego jeszcze głosuje.;nerexis;;;0
5923;27;krzysiek2011;@43mark43 To Prawda, Swieta Prawda !;krzysiek2011;;;0
5924;27;marl57;"Kaczyński chce dotrzeć, do tych, których wcześniej obrażał"- no to ma robotę na całe życie,bo obraża wszystkich dalej, a ci mają go - wiadomo gdzie.;marl57;;;-1
5925;27;yamata;Niech go ktoś wreszcie zamknie w jakimś zakładzie dla obłąkanych...Przecież ten facet nie tylko ma schizofrenię, ale co gorsze - żyje w jakimś matrixie!Czy ja codziennie muszę słuchać, co ten świr ma do powiedzenia???;yamata;;;-1
5926;27;43mark43;Dzieka Bogu ze ten idiota Kartofel nie jest premierem !;43mark43;;;0
5927;27;andrrre;mam fuche dla karłowatego MLASKAJĄCEGO FASZYSTY - e g i p t to sprawa POLSKA , bierzmy w obronę mubaraka...WODZU PROWADŹ!!!;andrrre;;;0
5928;27;bozena.zielinska;obraża to pan nas Polaków!;bozena.zielinska;;;0
5929;27;rtaj;A ja jestem ciągle obrażany przez głupotę pisowców na czele z /wiadomo kim/.Moja teza na jesień brzmi: najpierw dokładne badania np.przez obecnego MON lub lekarza pokrewnej specjalności, dopiero po tym na listy i do Sejmu;rtaj;;;-1
5930;27;pecador24;Od lat mieszkam w roznych krajach Europy i jezdze po swiecie. Marka Polska ma glownie negatywne skojarzenia.... glownie w Europie. Oczywiscie zwiazana z naszymi brand ambasadorami czyli Polakami. Top of Mind to: pijacy i zlodzieje. Gdzieniegdzie uwaza sie nas za dobrych pracownikow.... I jak premier Tusk mogl zepsuc ta marke skoro sami ja psujemy na codzien?;pecador24;;;-1
5931;27;rtg;Jedynym dezerterem wśród Polskich Premierów jest Pierwszy Nieudacznik IV RP. Jako jedyny zdezerterował bo nie zakończył swojej kadencji na własne życzenie. Teraz po latach spokoju wprowadza pojęcie dezercji bez dezercji. Ten Pan nigdy nie był w wojsku bo nieudaczników nie brali nawet do Ludowego Wojska Polskiego pomimo powszechnego poboru.;rtg;;;0
5932;27;trener777;Jak zwykle możemy chyba odnaleźć w wypowiedziach wodza i „nieomylnego autorytetu demokratycznej partii (PiS) „ paradoks wyrażania ocen o czymś czego nie ma, oczywistą oczywistość, a jednocześnie nawiązywanie do procesów niezależnego rozwoju narzędzia komunikacji między ludźmi , grupami społecznymi i narodami, - jakim jest Internet, jako zaplanowanej przez PiS strategii kontaktu z szerokim gronem internautów.Czyżby dotychczas rządzące elity: historyków, prawników, nauczycieli i pedagogów nigdy nie związanych z pragmatyczną stroną tworzenia materialnego dorobku naszego społeczeństwa, wypracowali chociażby podwaliny polskich produktów, wzorów użytkowych, technologii, procesów lub systemów kierowania i nowoczesnego menagementu. Wydaje się niestety, że brakuje nam tych polskich nowoczesnych wartości będących zaletą i towarem wymiany i obrotu realnych efektywniejszych gospodarek narodów.Systemy rządzenia, kierowania, menagementu oraz efektywność procesów realizowanych w wielu dziedzinach polskiego państwa i życia społecznego,- od obronności przez gospodarkę, ochronę zdrowia do walki z przestępczością nie należą do najlepszych i trudno uczestnictwem w śledztwie premier miał bronić polskich tych wartości w konfrontacji z ustalonymi faktami za granicami naszego państwa.Te właśnie wartości: produkty, wzory użytkowe, patenty, systemy i procesy kierowania, rządzenia, organizacje wymagają przede wszystkim stałych innowacji, modernizacji i postępu, bo zastój jest powodem i źródłem zacofania szczególnie w czasach globalizacji głownie komunikacyjnej i automatyzacji.;trener777;;;0
5933;27;franek-janek;MARKA POLSKI!!! CO ABSMAK MA TUTAJ NA MYSLI? TO JEST ZNAJOMOSC OJCZYSTEGO JEZYKA PRZEZ KOGOS KTO CHCE RZADZIC POLSKA. MOZE LEPIEJ BY BYLO ZEBY ABSMAK UZYL SLOWA OPINIA CZY REPUTACJA POLSKI itd, BRZMI LEPIEJ. MOWIAC O OBRAZANIU, widocznie czytamy inne gazety i ogladamy inna TV bo prezes jak zawsze mowi ogolnikami, w zadnym jego wystapeniu nie ma zadnej tresci a powodow do krytykowania/obrazania polakow Prezes, Macierowicz, Fatyga dostarczaja najwiecej. Prezes musi zaczac od siebie i zapytac dlaczego to nie piloci a jeden polski obywatel wlasnie on (nie obywatele!) jest najbardziej obrazanym politykiem w Polsce a wysmiewanym poza.;franek-janek;;;0
5934;27;cree-is-me;"Dotrzeć do wspólnoty".. :))) Jakiś "świat według Garpa"? Pewnie równoległy, zwany tu i ówdzie Wolską. Jarek, daj se siana i idź na spóźnioną emeryturę, jestem nawet gotów zrzucić się na nią bylebyś raz na zawsze zszedł mi z oczu. I zabierz ze sobą to stado bezmyślnych przydupasów, od razu oczyścisz atmosferę ,P;cree-is-me;;;-1
5935;27;schap;Bo premier ma wazniejsze rzeczy do roboty niz zajmowaniem sie chorej fascynacji zwlokami prezentowanej przez opozycje w tym kraju.Kaczy glab.;schap;;;-1
5936;27;krzyneq;JARKACZ ZASTRZEL SIE , NA LEKARZA SZKODA KASY;krzyneq;;;-2
5937;27;prochmarny;ortodoksja nie wyśmiewam i nie kieruję nienawiści na innych Polakówwyśmiewam tylko głupotę ...Jarek to dla mnie beczka śmiechu ...nie śmiać się z niego to jak nie sikać z powodu pełnego pęcherzachociaż w sumie to co on prezentuje - jest załosneśmiech to chyba taka reakcja - zupełnie jak kabarety berlińskie w 1934 r w Berlinie;prochmarny;;;-1
5938;27;jan_sobczak1;Donkey to zwykły tchórz panie premierze. Ameryki pan nie odkrył.;jan_sobczak1;;;0
5939;27;wiosenka-19;Juz go widze przed komputerem,z butelka piwa i serfujacego w pogoni za golizna;wiosenka-19;;;0
5940;27;prochmarny;ortodokspiłeś - nie jazduj;prochmarny;;;0
5941;27;wiosenka-19;No to kiedy naczelny BLAGIER wypoci cos nowego?;wiosenka-19;;;0
5942;27;dobroslawa2;Kaczor obraża każdego Polaka, która ma IQ wyższe niż 50.Prezes uważaj, twoich bredni nie kupuje 90% moherów.;dobroslawa2;;;-1
5943;27;tadjan;ależ szanowni forumowicze, obiecajcie głupeczkowi władzę, a zobaczycie jak się przerazi.... to kacze beleco nie potrzebuje władzy z odpowiedzialnością, on jej się boi, bo w jego naturze jest rozbijać, kłamać, szantażować.... bo tylko to potrafi.a więc: panie psychopatyczny Kłamczyński - masz mój głos ale nie Waszczykowski, tylko ty. Jak to zrobić? nie wiem..... jak będziesz na liscie w Łodzi dostaniesz mój głos.... ja także chcę cię widzieć premierem. W tym kraju jest już taki burdel, że jest dokładnie obojętne kto będzie rządził: Yusk, orangutan czy pisowski idiota. Ale pamiętaj i oglądaj to co się będzie działo za chwilę w Libii..... tamten jest trochę mocniejszy niż ty żałosny błaźnie, a będzie spieprzał za chwilę przed swoim ukochanym ludem.......;tadjan;;;-1
5944;27;q-ku;czy pan prezes ma na mysli markę Sobieski albo np Wyborowa?;q-ku;;;0
5945;27;gwiazda.north;Kaczor reprezentuje imperium zła, dlatego przepadnie wraz ze szczekaczami z pisiu.;gwiazda.north;;;-1
5946;27;jousselin;I to ma byc INFORMACJA?! Na konferencji prasowej?! Pan sie do cna kompromituje, panie prezesie!;jousselin;;;0
5947;27;wielki_znafca;po ciuchutku podpowiem.............................yaro strony geyowskie też są w internecie;wielki_znafca;;;-2
5948;27;wielki_znafca;czyżby Polska zaprzestała produkcji którejś markowej małpki?;wielki_znafca;;;0
5949;27;11wojtek;Za każdym razem, jak odzywa się Jarosław K. obrażana jest Polska, obrażany jest każdy Polak, obrażany jest każdy człowiek.Tyle złego dla Polski jeszcze nie zrobił w całej naszej historii chyba nikt.Ta kreatura zrobi wszystko, by dorwać się do władzy. Jak kiedyś Adolf.;11wojtek;;;0
5950;27;jur56;" Nic nie różniło zachowań polityków od tych właściwych pacjentom naszych domów/szpitali psychiatrycznych/ A.B. de Boismout.1848r.;jur56;;;-1
5951;27;waldam2;klimbimpwazne,że udało ci się skleić to to to kilka słów;waldam2;;;0
5952;27;waldam2;wybitniemadry porzepaszam michalaparadowskiego2przeszło mu o trawkowicza?;waldam2;;;0
5953;27;waldam2;michalparadowski2przeszło mu o trawkowicza?;waldam2;;;0
5954;27;klimbimp;Ależ łajza! I toto było premierem!;klimbimp;;;0
5955;27;wybitniemadry;"przegrany na poziomie faktycznym" to sa zbitki slowne menela na odwyku;wybitniemadry;;;0
5956;27;varissa;Demagogiczny, cyniczny, mały duchem człowieczku!Ja, moja rodzina i przyjaciele jako Polacy czujemy się obrażeni TWOJĄ EGZYSTENCJĄw polityce i życiu publicznym.Zamilcz i zniknij!!!!!!!!!!!!!;varissa;;;0
5957;27;kot2.only.0;Pan Jarosław zamiast pomstować na niedouczonych ryzykantów pilotów, którzy zabili tyle ludzi, twierdzi, że Rosjanie nas obrażają. Paranoja...A pani Marta Kaczyńska w polityce jest, intensywnie się produkując w mediach, nie tylko w Polsce. Więc, prezesie Jarku, proszę sobie kpin z ludzi nie urządzać.Dalej już nie daję rady czytać tego pana opowieści, bo mi ciśnienie rośnie.;kot2.only.0;;;-1
5958;27;waldam2;michalparadowski2..... a uczyłem się od obecnego premiera;waldam2;;;0
5959;27;kjanka;To łobuz bezczelny, sam ze swoimi lizusami ośmiesza ten kraj, cyrk zrobił nawet z tragedii smoleńskiej, niszczy naród, a teraz próbuje zwalić winę na innych. Zwykły, bezczelny awanturnik;kjanka;;;-1
5960;27;michalparadowski2;To wam mówię ja, stary blagier, przepraszam nowy bloger!;michalparadowski2;;;0
5961;27;prochmarny;ortodoks;prochmarny;;;0
5962;27;orto.doks;pochmarny ,, spadaj na szczaw masonie // w mojej okolicy na PO głosują sami złodzieje ,byli ormowcy ,PZPRowcy i reszta degeneratów //więc nie ma o czym mowić ///żegnam was zdrajcy narodu-kradnijcie dalej,,kiedyś was kałachem się rozliczy"///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////kałachem?widłami chciałeś powiedzieć, tylko drewnianych stodół nie ma już ...musisz coś innego wymyślićups! i tu mamy problem ...;orto.doks;;;-1
5963;27;marter7;> [Jarosław Kaczyński] sprzeciwiał się temu, by "młody człowiek siedział przed komputerem, oglądał filmiki, pornografię, pociągał z butelki z piwem i zagłosował, gdy mu przyjdzie na to ochota".> tamte słowa odnosiły się do sytuacji, jaką zaobserwował kilkanaście lat temu w bibliotece.Stawiam browara temu, kto mi powie, gdzie są takie biblioteki! ,D;marter7;;;-1
5964;27;prochmarny;@ortodoksPokemon, debil ...bardzo mię przyjemnie, ale może być lepiej ...;prochmarny;;;-2
5965;27;prochmarny;LUCEK jak juża co uciebie BODZIO?;prochmarny;;;0
5966;27;prochmarny;ortodoksa kto cię straszy?ty się sam siebie boisz ... dlatego tak szczekusiasz zza płota;prochmarny;;;0
5967;27;ministrant_prawdziwe_ciacho;Co on z tymi walutami? Najpierw, że euro powinno być w Polsce jeszcze 20 lat, teraz marka polska jest zagrożona. Jutro na blogu będzie o rublu transferowym?;ministrant_prawdziwe_ciacho;;;0
5968;27;prochmarny;plus czy minus - to jedyne co widzęplus czy minus ......?;prochmarny;;;0
5969;27;waldam2;cyferki zaczęły się od ciebie a nie mówię żeś luCYFER;waldam2;;;0
5970;27;prochmarny;waldam2nie cierp za milionyboś nie słowackia dobrymi chęciami piekło wybrukowane;prochmarny;;;0
5971;27;jousselin;Nie mowi sie "bibloteka", panie prezesie, ale biblioteka, kladac akcent na trzecia sylabe od konca(wyraz pochodzenia obcego)! A potem mowi o szacunku dla "polskiej marki...;jousselin;;;0
5972;27;kadruaw;Wszyscy widzieli przeciez niszczony i niezabezpieczony wrak, wycinane drzewa, niszczone dowody, niechlujnie przeczesany obszar katastrofy, agentow FSB chodzacych po Smolensku i przykazujacych mieszkancom „ani mru...mru...”. Czy tak zachowuje się maz stanu dbajacy o dobro, honor Polakow oraz o polska racje stanu? Przeciez to jest kpina. To kompromitacja Polski i Polakow. Ktos kto się boi nie może stac na czele panstwa. A partia, która wspiera i akceptuje takie dzialania nie może być partia rzadzaca. Media lukrujace te skandaliczne postawy to media mega stronnicze. W tym czasie dla doraznych celow politycznych usluzna media, dziennikarze, zaplaceni eksperci wrzucali oczywiscie spoleczenstwu wrzutki pod tytulem: samolot ladowal 4 razy, Kaczynski siedzial za sterami, Blasik siedzial za sterami, zle wyszkoleni piloci, zlamane proceduy, Kaczynski kazal ladowac, itd. Ludzi, którzy te haniebne klamstwa dementowali odsadzano od czci i wiary, choc mieli calkowita racje w odroznieniu od pana premiera i calego aparatu medialnego, ktorym dysponuje. Ci ludzie mowili jak to sledztwo się toczy i jak się skonczy, ale pan premier twierdzil, ze wszystko jest super ok. I premier ma czelnosc politykom PIS zarzucac hipokryzje. Premier, ktorego rzad skandalicznie zabezpieczyl wizyte prezydenta, siedmiu generalow i elity kraju. Dlaczego MSZ zrezygnowal z rosyjskiego nawigatora, dlaczego pilot przed lotem nie dostal dokladnych danych lotniska w Smolensku choc o to usilnie prosil.Urzednicy przygotowujacy ten lot i odpowiedzialni za bezpieczenstwo tego lotu popelnili tyle razacych zaniedban, ze musieli sobie doskonale zdawac sprawe, ze może to doprowadzic do katastrofy.;kadruaw;;;-1
5973;27;kolorbury;orto.doks - ty lepiej pomoz Marcie dzieci wychowac - bos ty PATRIOTA.;kolorbury;;;0
5974;27;prochmarny;ortodokscoś tu jakoś za jawnie antysemiciszatrapa jakaś jesteś czy co?;prochmarny;;;0
5975;27;kadruaw;Dlaczego nigdy nie zbadano dokladnie kawalka skrzydla , ktore rzekomo urwala Tu154 brzoza? Dlaczego Rosjanie kategorycznie odmowili oblotu drugiego Tu154 przy polskich specjalistach, zeby sprawdzic czy rzeczywiscie radary w wiezy lotniska w Smolensku byly tak stare,ze pomimo iz Tu154 znajdowal sie poza sciezka schodzenia to te radary pokazywaly, ze ladujacy samolot jest na sciezce i kursie tego radaru, co podawal zalodze samolotu kontroler lotu......"....na sciezce i kursie....."? Mowil o tym wszystkim Edmund Klich?Skoro wszystko bylo takie proste to po co tyle sciemniania, czemu usluzne media tak bardzo podchwytuja kazda wrzutke puszczona z Moskwy i tak się ciesza, a na koncu tego sciemniania jest:”...dzien bez Smolenska,....dosc już o tej katastrofie...”- katastrofie skandalicznie nie....wyjasnianej!Czy premier, ktory przez 9 miesiecy wbrew oczywistym naocznym faktom twierdzil jedno ( wspaniale sledztwo rosyjskie, ma zaufanie do Rosjan ), a potem nagle zostajac upodlonym i upokorzonym przez Rosjan przed wlasnym narodem, wymysla nagle drugie ( grozila nam wojna z trudnym i wymagajacym partnerem ), powinien kierowac Polska. Czy czlowiek, który od 10 kwietnia twierdzil, ze absolutnie nic się nie dalo zrobic, oddal bez slowa sledztwo Rosji, którego myslenie zawieralo się w slowach „czy naprawdę myslicie, ze Rosjanie zgodziliby się na to,ze...” ( bez najmniejszej proby zalatwienia tej sprawy inaczej, bez najmniejszej proby!!!! ).....czy taki czlowiek (i ludzie, którzy go popieraja w parlamencie i robia mu propagande w mediach ) jest polskim mezem stanu dbajacym o honor Polski i Polakow?Premier przez 9 miesiecy opowiadal bzdury o wspanialej wspolpracy z Rosja w sprawie sledztwa, super toczacym sie sledztwie o które jest spokojny, pelnym zaufaniu do Rosjan....na koniec swoja calkowita kleske, nieudolnosc i lekcewazenie z jakim potraktowali go Rosjanie podparl grozaca nam wojna z Rosja oraz „trudnym i wymagajacym partnerem”. Nagle po 9 miesiacach skonczyla się sielanka a pojawila sie grozba wojny i trudny i wymagajacy partner? Ale sobe wymyslil w momencie gdy dostal od Rosjan siarczystego kopniaka w postaci raportu MAK i lekcewazacych wypowiedzi Miedwiediewa. Niebywale. A przypomne, ze ten kopniak dla nie był przypadkowy, bo już na pewnym etapie sledztwa, gdy Polska upominala się o akta, general Iwanow stwierdzil w pewnym momencie poblazliwie, ze Polska już wszystko dostala i nic więcej nie dostanie, a w nagrode za ta wypowiedz minister Radek Sikorski zaprosil ministra Iwanowa do wygloszenia wykladu dla korpusu dyplomatycznego w naszym kraju. Ale z ta wojna wymyslona przez premiera Tuska...Coz za mega wyobraznia aby ukryc swoja zenujaca nieudolnosc. Skoro tak bardzo sie pan bal to trzeba bylo podac sie do dymisji, panie strachajlo. I oczywiscie wszystko zwalil na PIS! Trzeba bylo o grozacej nam wojnie 10 kwietnia powiedziec panie premierze, miast sciskac się z Putinem i opowiadac o nowej jakosci w stosunkach z Rosja( wszyscy myslacy wiedza gdzie Rosjanie mieli i mają, jego i ta jego ekipe). Wtedy trzeba bylo powiedziec ta prawde, miast opowiadac o wspanialych stosunkach, pojednaniu, wspanialym zachowaniu Rosjan, doskonalej wspolpracy w sledztwie.;kadruaw;;;0
5976;27;kadruaw;Antoni Macierewicz totalnie miazdzy Nawrockiego, pokazujac mu jaki jest malenki.NAPRAWDE SUPER ZOBACZ CALE VIDEO ....Przypominam, ze TVP jest już w jedynie slusznych rekachwww.youtube.com/watch?v=ngX27KNBwUg&feature=player_embedded#www.youtube.com/watch?v=iQ65RTxLZJYRosjanie nie tylko nie zakazali ladowac TU 154. Oni przekazywali falszywe komendy, ze jest na " kursie i sciezce "!! Tak na marginesie przypominam tylko malo uwaznym, ze pilot Jak 40, który wyladowal z dziennikarzami w Smolensku ( slyszal rozmowe rosyjskich kontrolerow z podchodzacym do wysokosci decyzji TU 154 ), Wosztyl twierdził m.in., że kontrolerzy zalecali załodze tupolewa zejście aż do 50 m, a nie (jak głosi oficjalna rosyjska wersja – z niedawno szumnie ogłaszanymi „stenogramami” z „wieży” włącznie) do 100 m!!!!!niepoprawni.pl/blog/819/prawda-wedlug-przyjaciol-moskaliZobaczcie koniecznie dyskusje w calosci między minutami 14.00 do 20.10 i 24.25 do 33.00 www.youtube.com/watch?v=Zt7sJ598PS0;kadruaw;;;1
5977;27;kadruaw;www.pluszaczek.com/2010/07/14/list-otwarty-do-pani-redaktor-moniki-olejnik-z-tvn24/odkryc prawde:www.niepoprawni.pl/blog/425/odkryc-prawde-czyli-kto-nam-zafundowal-taka-polskewww.warszawskagazeta.pl/polityka/35-polityka/194-wypadek-zaplanowany;kadruaw;;;0
5978;27;waldam2;prochmarny1/4 Polaków poniżej średniej1/4 współczesne wyksztaciuchyniewazne kto na kogo głosował;waldam2;;;0
5979;27;chynek;A jednak Jarek miała rację! Internauci - bynajmniej większość imbecyli na tym forum - to debile wsiowe, którym słoma z butów wystaje, a cała ich "yntelygencya" to bluzganie bez sensu,ładu i składu. Całe szczęście że normalny naród mądrzeje.;chynek;;;-1
5980;27;waldam2;sselratsoraz opłaty za nieinformowanie o sukcesach rządu;waldam2;;;0
5981;27;prochmarny;waldam90 w dół jarek spadato ze mu się podniosło -to - ślepej kurze - ziarno smoleńskie ( jakby nie było - przykre ale prawda )ziarno się skończy - kury pójdą w rozsypkę i zostanie 20% zatwardzialcówz tego 15% oszukanych porządnych ludziktórych prezio omamił;prochmarny;;;0
5982;27;waldam2;jerzy30skoro wszystko be, to coMoże monarchia. Tam przynajmniej wszystko było jasne;waldam2;;;0
5983;27;sselrats;Gazeta powinna brac specjalne oplaty od reklam zamieszczanycg na stronach o Kaczynskim. Bardzo duza liczba odslon.;sselrats;;;-1
5984;27;waldam2;signal...sam kazał lądować a teraz nadaje na Tuska...Donald ty Ty??? Nie tylko cudotwórca ale i jasnowidz?;waldam2;;;0
