Id;Text;Emotion
171150269;"A co tu odróżniać. Prawo Administracyjne jest kierunkiem studiów na Wydziale Prawa. Wszystkie kierunki prawnicze są \"oblegane\". Ponadto pierwszy rok na różnych kierunkach prawie nie różni się od siebie. Żeby nie być gołosłownym załączam kawałek programu studiów, Możesz porównac z innymi kierunkami.\n1. Grupę przedmiotów obowiązkowych na kierunku prawo stanowią:\n1) na roku I – 4 przedmioty:\na) wstęp do prawoznawstwa – przedmiot jednosemestralny\nb) logika dla prawników – przedmiot jednosemestralny\nc) prawo konstytucyjne – przedmiot dwusemestralny\nd) jeden z trzech przedmiotów historycznoprawnych do wyboru przez\nstudenta (historia państwa i prawa polskiego – przedmiot dwusemestralny,\npowszechna historia prawa – przedmiot dwusemestralny, prawo rzymskie –\nprzedmiot dwusemestralny). Student w momencie składania deklaracji jest\nzobowiązany do określenia, który z tych trzech przedmiotów będzie dla\nniego obowiązkowy.\n2) na roku II – 1 lub 2 przedmioty:\na) prawo cywilne (przedmiot dwusemestralny) albo\nb) prawo karne (przedmiot dwusemestralny) i prawo administracyjne\n(przedmiot dwusemestralny).\n3) na roku III – 1 lub 2 przedmioty:\na) prawo cywilne (przedmiot dwusemestralny) albo\nb) prawo karne (przedmiot dwusemestralny) i prawo administracyjne\n(przedmiot dwusemestralny).\n4) po zaliczeniu odpowiedniego przedmiotu z prawa materialnego cywilnego,\nkarnego i administracyjnego, student jest zobowiązany do zaliczenia\npostępowania cywilnego, procesu karnego, postępowania administracyjnego i\nsądowoadministracyjnego (przedmioty dwusemestralne)";1
171150281;"Paranoiczna pompadura";-1
171150287;"A ja nie wrzucam na Nowego Prezydenta. Ja się bardzo cieszę! Będzie super. Zobaczycie. Nikt nie ujdzie czujnemu oku Władzy, więc będzie bezpiecznie. I byty astralne mają nas pod opieką, bo widzą ile dobra płynie w modlitwach niesionych wiatrem zmian. Ale pamiętajcie - to tylko dla dobrych ludzi. Dlatego do dwóch dni nikomu nie nawrzucałem. Jestem teraz dobry, na nowej drodze życia. Jutro podjadę do Wielkiej Wyciskarki w Wilanowie. Tam więcej dobra. Mnóstwo.";1
171150289;"I wszyscy będziemy narodem szczęśliwym, spolegliwi wobec siebie, nie kłócący się, noe obrzucający się inwektywami najgorszego sortu. Dzięki temu staniemy się święci. już to czuję w kościach.";1
171150294;"proponuję przypomnieć sobie szpital na peryferiach i słowa dr Strossmayera\no twoim talencie";1
171150305;"Jak by się kłaniał mniejszości i klęknął pod tęczą to byłby kul";1
171150308;"moze  poproscie  rydzyka  i  glempa  zeby  oglosili dude  Polskim  nowym  Papierzem!!!!!!!!!!!!  przeciez  tu  jest   wszystko  mozliwe  !!!!!!!!!!";-1
171150316;"Panie Duda/co za nazwisko/niech Pan nie zapomina jakim procentem wygral Pan te wybory.I Pan chce byc Prezydentem wszystkich Polakow?";1
171150342;"Ale styropian na tym portalu.";-1
171150349;"Nie opowiadaj głupot - przecież ma za sobą cały episkopat i zażartych moherów z drewnianymi krzyżami .";-1
171150357;"Duda jest OK.";1
171150366;"Prezydentem wszystkich polaków - chyba episkopatu i moherowych hord !";-1
171150373;"Nie prawda. Kolega kornik po prostu dość uważnie obserwował działalność Jarosława Kaczyńskiego przez ostatnie 20-pare lat i po prostu nie cierpi na amnezję. I działa racjonalnie, czyli po dość długim czasie obserwacji zwyczajnie stwierdza, że czas wyciągnąć konkretne wnioski zamiast bawić się w nowomowę, albo, co gorsza, w dawanie po 25 latach kolejnej szansy.";1
171150389;"Coraz wiecej debili (lub platnych hejterow PO) na Onecie";-1
171150393;"Duda został podwójnym kawalerem. To jedna z niewielu korzyści z zostania prezydentem. Ciekawe komu konstytucja powierzyła pieczę nad prezydencką córką i kto komu ma płacic alimenty. Rozumiem, że ten kawalerski stan to taki mały wstęp do wstąpienia jeszcze wyżej... a może i \"wniebowstąpienia\". Zaangażowanie służb purpurowo-złotych w skromniutkim \"kościółku\" (jak na hołdujacych  tradycji i zwyczajom pierwszych chrzescijan przystało) wskazywało na zbliżający sie lada dzień cud. \"Habemus prezidentem\" na biało-czerwonej brzmi dla mnie jak: \"habemus multum idiotem in Polonia\". I czy smiać się... czy płakać? Póki co - wybieram to pierwsze.";1
171150405;"cham borusewicz nie śpiewał Hymnu Polski na żadnej uroczystości! może jemu trzeba było zagrać hymn Rosji?";-1
171150423;"I a propos:\nJaka jest różnica między Kisielem a Bierutem - Kisiel się śmieje z wąsów Komoruskiego, a Bierut zamyka za Maliniaka.";-1
171150428;"Malowany Duduś za to przepieknie śpiewał. Za wszystkich marszałków. Jego dolna, dumnie wysunieta, warga drgała w takt muzyki nie myląc sie ani o ćwierć taktu. Maesteria wręcz. Dobrze, że nie padało... bo by mu napadało:)";-1
171150434;"Znaczy się za dużo wpisów,  z którymi się nie zgadzasz?";0
171150442;"Gratulacje dla pani I meza aby dzieci Roslyn zdrowe I szczesliwe w sprawie slower Polsce tylko czemu ja mam za to placic.?????";1
171150466;"PANIE PREZYDENCIE PROSZE OCZYSCIC RZAD";1
171150470;"Czyli Jarosław juz całkiem na złom? Ani lico nie pasi, ani znajomość języków (łącznie z ojczystym). Prawa jazdy nie ma. Syna nie zrobił, drzewa nie posadził i domu nie zbudował. To co on kurde wogóle w zyciu zrobił???";-1
171150479;":P co?\n\nNasze języki obce i poziom edukacji języka angielskiego w szkołach jest cóż... marny. \n\nMamy naprawdę niewielu ludzi władających angielskim w stopniu komunikatywnym - co rozumiem poprzez dogadanie się w każdej sytuacji, poprawnie gramatycznie z szeroką baza słownictwa, włącznie z rozszerzeniem o bardziej specjalistyczne. \nWymowa jest naprawdę średnia, co więcej błędy są utrwalane. \n\nLudzi którzy władają tym językiem bardzo dobrze bądź biegle jest niewielu. Oczywiście są jednostki wybitne, które pokonując barierę językową potrafią władać dwoma lub więcej, jednak poziom średniej jest niski. \n\nNie bądźmy zabawni :)";0
171150482;"i taki wpis to rozumiem!";1
171150483;"Dokladnie poczekajmy dajmy mu szanse mysle ze jak sie pochodzi z grodu krolewskiego  to do czegos zobowiazuje  bedzie prezydentem wszystkich polakow";1
171150497;"TV Trwam prowadziła przekaz z tego zaprzysiężenia Prezydenta bez zbędnych komentarzy, jak to robiły inne telewizje, które zgromadziły różnych ekspertów w studio, którzy jedynie zakłócali ten przekaz.";1
171150526;"do aruuu84. Piszesz ze PO to dzicz-byc moze tak ale uwazam ze mielismy wiecej dowodow na ignorowanie dobrych obyczajow i kultury osobistej przez poslow i czlonkow PIS.\nPomimo zaproszen Prezes nigdy nie byl obecny na RBN-Zawsze to lepiej trzymac sie z boku to jakby co to zawsze mozna powiedziec ze MNIE TAM NIE BYLO a jak jest ok to mozna powiedziec ze ZAWSZE BYLEM ZA TYM I JUZ BRAT CHCIAL ALE NIE MOGL.\nKto ignorowal zaproszenia demokratycznie wybranego Prezydenta \nKomorowskiego\nKto obrazal wielkich Polakow takich jak prof.Bartoszewski\nKto chcial pozamykac po dojsciu do wladzy wszystkich ktorzy maja wyroki a czekaja na odbycie kary.\nKto chce rozliczyc Polakow za ostatnie 26lat ktorzy rzekomo doprowadzili Polske do ruiny a gdzie nie spojrzec to kwitnie kraj jak dlugi i szeroki za pieniadze z unii z ktora teraz bedzie walka wrecz\nKto z poslow PIS glosowal za ustawami dobrymi dla dobra Polski i Polakow. Czy przez okres kadencji PO poslowie PISu chociaz raz z mownicy sejmowej nie razili sluchaczy jadem i obrazaniem.\nCzy bylo jedno posiedzenie sejmu zeby nie bylo nawrotu do Katastrofy Smolenskiej. \nKto podzielil Polakow  po katastrofie.-TU MUSZE ZAZNACZYC ZE OPIESZALOSC KOMISJI DO SPRAW KOMISJI ITD BYLA TYLKO DODATKOWYM ARGUMENTEM.\nWszystko co opisalem to spostrzezenia z boku i nie popieram PO ale PISu sie boje bo jeszcze troche i oglosza obowiazkowy powrot do kraju a ci ktorzy nie beda chcieli wrocic beda scigani jako zdrajcy Panstwa Polskiego. \n\nPrzepraszam ale mam dosc tych wszystkich polityczno-spolecznych obietnic ktore koncza sie nastepna fala emigrantow.";0
171150527;"Co za kretyński wpis. Wygląda na to, że bardzo byś chciał żeby tak się stało, więc kogo ty nazywasz psychopatą?";-1
171150530;"Odsadzeni od koryta to się pochowali, zabrać odprawy bo służyli a nie robili łaskę";-1
171150549;"A jakim procentem wygrał wybory poprzedni prezydent po cęzkiej nocy pełnej niepewności i ciężkiej pracy dla ustalenia wyniku znacznie rózniącego się od tego przed północą z dnia wyborów.";0
171150565;"NO dzis jest piatek 07, 08 2015 roku, panie duda KARNAWAL SIE SKONCZYL!!!!!!!! CZAS NA REALIZACJE OBIETNIC ,BEZ POKRYCIA. pożyjemy zobaczymy.!!!!!!!   TYLKO NIECH pan nie sklada PROJEKTOW ,a zalatwia konkretnie to co pan mowil w KAMPANI < COFNE WIEK EMERYTALNY DO 65LAT I ZNIOSE KWOTE WOLNA OD PODATKOW. CZEKAMY!!!!!!.";0
171150566;"do boczek - zapomniałeś kto dał krocie w zeszłym roku na kościół?";0
171150572;"A co to znaczy państwo europejskie? Państwa zachodniej europy upadają.";0
171150574;"Prezydent Lech Kaczyński miał tutuł naukowy doktora prawa.  Także Andrzej Duda ma  ten tytuł naukowy. Prezydenci wywodzący się z PiS są najlepiej wykształconymi głowami państwa, taki jest fakt.";1
171150583;"Oblegane? w tym roku 4 osoby na jedno miejsce nazywasz obleganiem? Prawo na 2 pierwszych latach się nie różni a potem się różni. Prawo wybieraja zdolniejsi , prawo administracyjne reszta (bo łatwiejsze)";0
171150586;"....ładne lico , znajomość języków i Europy .... A tak naprawdę to co umie robić ?";-1
171150588;"Które to upadają?";0
170654045;"BIEŃKOWSKA CWANIARA";-1
167718365;"Tekst prymitywny,adekwatny jednak do poziomu autora,przeciez nie moze byc inaczej...Niesiolowski trafia celnie,prostaki atakuja Go za forme wypowiedzi,bo do tresci nijak przyczepic sie nie moga...";0
167718368;"Największy hejter RP)))";0
167718385;"Rzeknę krótko, panie Niesiołowski, daj se siana! Jesteś już jeno reliktem przeszłości!";-1
167718386;"Bezcenne zobaczyc tego psychola w takim nastroju...";-1
167718396;"STEFAN TAK TRZYMAJ A WATAHY SAME SIĘ WYKOŃCZĄ NIE TRZEBA BĘDZIE DOBIJAĆ";-1
167718398;"Szczaw i mirabelki czekają mam nadzieję, że będzie bezrobocie i szukanie roboty na zmywaku za granicą.";-1
167718401;"Niesiołowski dalej uparty a co się stało z jego kolegą z ZCHN-U panem Goryszewskim? Pozdrawiam";1
167718409;"kopiuj wklej i jedziemy :)";1
167718414;"WIECZNY STOŁEK w SEJMIE MU się POWOLI WYSUWA z POD…. Co on biedny zrobi bez tego stołka?\n     Funkcja obszczekiwacza z PO również mu się wysuwa. To wygląda na ostatnie tak głośne szczekanie. \n     Żadnego szacunku dla wyborców, w czasie wyborów obłudnie nazywanych suwerenem, a po wyborach pokazuje im się pałkę policjanta. \n     Warto tutaj przypomnieć, jak ten pan obszczekiwał PO, gdy jeszcze do niej nie należał. \n      Gdyby ustawić te jego tamte teksty i obecne obok siebie, to trudno było znaleźć różnice.\n      Jego słownictwo profesorskie przypomina mi do złudzenia pewną rozgłośnię z czasów komuny o nazwie Tirana. \n      Na zachodzie był imperializm a w Rosji socimperializm. Najważniejsze było obszczekiwanie. Nie ważne czy sensowne. Nawet ich nie zagłuszali.\n      Tak właściwie to ten pan chyba szkodzi PO i obniża i tak malejące bez niego słupki sondaży.\n      Już tylko patrzeć jak szczury będą uciekały z tonącego okrętu. On pewnie też.\n      Inne moje komentarze można znaleźć wpisując mój podpis lub słowo DŻENGAŁ w polu SZUKAJ.";-1
167718421;"Nie, to zbyt cenny pacjent!. To my go chcemy!.Zrobimy na nim kilka doktoratów !";1
167718430;"Czemu się czepiasz \" MEDIALNEJ GWIAZDY PO \"!!!!  inaczej wszak nie po trafi";-1
167718434;"Nastepny \" SPECJALISTA\" !!!!!!!!! Masz juz gabinecik ???????!!!!!";-1
167718437;"Gratuluję ! Bardzo dobrze ! TAK TRZYMAJ !!!  Congratulation ! Very nice ! Keep doing !";1
167718444;"Przy Niesiolowskim jestes maly miki...";-1
167718445;"A tys  buraczany GLAB";-1
167718449;"\"szczujnia niosła Andrzeja Dudę do zwycięstwa\" . A co niosło Niesiołowskiego do klęski ? Oto jest pytanie ?.";-1
167718464;"Tutaj tylko weteryniasz coś poradzi";-1
167718476;"Tacy jak ty, to oczywiste.";-1
167718479;"Daremny trud, pisuarowe buraki tego nie przyswajają!";-1
167718482;"tego hooya POwinno się łopatą potraktować...";-1
167718485;"Nie obrazaj ludzi czlowieku !!!!!!! A te \"badania\" to pewnie sam robiles ?????!!!!!!!";-1
167718516;"jaka to zjednoczona prawica kazdy z nich to odpad z pisu, kaczynski myslal ze sobie poradzi bez nich a oni mysleli ze poradza sobie bez niego.gdyby kaczynski umarl jutro pis by sie rozlecial juz w ten piatek zakladam ze chowali by jarka w czwartek...pis to jest prywatny folwark kaczynskiego pelen baranow na smyczy i to tresowanych";-1
167718521;"Najbardziej Chamski polityk jakiego znam.... Niewyksztablcony ma wielkiej kultury jak on";-1
167718524;"Ten Klient nie nadaje sie nawet na na wiz pod chwasty";-1
167718525;"Obecni posłowie jak i kandydaci na posłów  powinni być badani psychiatrycznie i na obecność uzależnień od alkoholu i  środków odurzających.\nPrzed wejściem na salę obrad obowiązkowa kontrola alkomatem.";0
167718531;"PiS-owi leci z gęby niestrawionym Gomułką, a PO odbija się zjełczałym Gierkiem. Nie ma z nimi o czym gadać.";-1
167718533;"Były mohery, bydło, psychole teraz szczujnia. Może być.To tylko świadczy o kulturze profesora. Jaki wstyd.";-1
167718536;"Stefek Burczymucha wydał głos z siebie i publika chodu. Wzięty ortodoks,którego procesy myślowe skończyły się na mosznie plebana,krytykuje ziomków po kądzieli.Bajeczne.";-1
167718544;"Glupis,jak but...";-1
167718561;"Ciekawe czy będzie taki dzień, że Niesiołowski nie użyje w swojej wypowiedzi słowa \"szczujnia\".";0
167718566;"milcz lemingu...";-1
167718567;"Odezwał się gołąbek pokoju. BUHAHAHAHAHAHAHA!!!!!!! \nCzy ktoś go szczepił przeciw wściekliźnie? Bo mam nieodparte wrażenie że ten szczaw i mirabelki były jakieś trefne.";-1
167718574;"Profesor ma calkowita racje,a ze wyklada ja w sposob jedynie zrozumialy dla chamow i prostakow,to juz inna sprawa...";0
167718578;"Ten pan powinien miec zakaz wypowiadania sie bo sieje tylko nienawisc.";-1
167718579;"Kibicujmy i bijmy brawo Niesiołowskiemu!!!! To on swoją mściwością i zawiścią wyśle PO na szczaw i mirabelki!!!";-1
167718587;"Psychiatryk dla tego Pana i to szybko.";-1
167718590;"ze Korwin go nie zdzielil  z liscia ,na lewo i prawo";-1
167718593;"znowu spuścili, tego wściekłego psa ze smyczy.  Dostał nowe zadanie, do wyszczekania.";-1
167718594;"Pozory myla !!!!!!!! To o panu Maciarewiczu !!!!!!!!! Ha Ha Ha !!!!!! Dowcip miesiaca !!!!!!!";1
167718598;"Jak,but...";-1
167718601;"Świetnie, tylko, że nie ma na kogo głosować.\n\nPoza tym nie wszystko co wymieniłeś to negatywy.";0
167718603;"Ale psychol z tytułem profesora, niemożliwe że reprezentuje elitę PO.";-1
167718607;"Niech media jak najczesciej pokazują tego aroganta i gbura a  sondaze będa dla PO bezlitosne";-1
167718627;"Ten Cham. Konkuretów nazywa Szczujnią??? Kto Takiego Chama zaprasza do Telewizji??Kiedy to sie  Skończy?? mam Nadzieje ,ze w jesieni bedzie Koniec Chamstwa.";-1
167718632;"głupi leming...";-1
167718642;"Jest pytanie,jak rozmawiac z szczwanym lobuzem...Uwazam,ze w sposob adekwatny...";-1
170901516;"Jak ja nienawiszę tych kukPiS-owców. Obrzydliwi są niemożliwie.";-1
164656136;"Komorowski na Rakowiecka. Nie zapomnij szczoteczki do zębów.";-1
164656138;"Na jesień pogonimy Platformę!!!!!!!!!!!!!!!!!!";-1
164656141;"Andrzej ,pocałuj zonę";1
164656142;"trzeba spieprzac z tego kraju gdzie obywatele myślą że obietnice zostaną spełnione bez ich straty własnej. my za to wszystko zapłacimy. a jak widać wygrała agitacja w kościołach. teraz będzie Macierewicz z Pawłowicz nam mówić co jest prawdą";-1
164656156;"Po ki diabeł masz łazić po ulicach?";-1
164656159;"No teraz Lechu mówisz konkretnie";1
164656162;"Czyżby Kukiz \"wydudał\" Komorowskiego?";-1
164656166;"przestan sie mazgac lemingu, nawet nie macie jaj zeby przegrac. ochyda";-1
164656180;"tak trzymaj popieram";1
164656185;"Ten się śmieje, kto się śmieje ostatni. W nowej sytuacji chciałbym zapytać czy pan Andrzej Duda odleci śladem prycypała?";-1
164656186;"jutro bałwanie";-1
164656188;"ZACZEŁY KUNDLE ZACZEŁY UJADAC ICH POLITYKA MIŁOŚCI DAJE JUŻ ZNAC ALE NIECH UWAŻAJĄ BO NARÓD DOPIERO SIE BUDZI Z LETARGU.";-1
164656189;"Może w końcu się coś zmieni. Nie jest przecież normalne, aby osoba, która defrauduje publiczne pieniądze, po wyjściu na jaw całej afery zostaje awansowana na stanowisko marszałka sejmu.  Mam nadzieję, że jest to pierwszy krok w kierunku naprawy państwa i Polska, po 8 latach rządów PO, przestanie być postrzegana w Europie jak bananowa republika. Wbrew temu co twierdzą niektórzy członkowie rządu Polska istnieje.";1
164656201;"haaaaaaaa,i co tam karolak? i tvn 24? wypad z koryta! komuchy!";-1
164656202;"Wyrażaj się. Polska umierała przez ostatnie 5 lat komorowskiego.";-1
164656211;"Czy zdarzyło sie kiedys aby wynik sondażowy się nie sprawdził???? Teraz tylko na to liczę!!!";1
164656219;"Od tego trzeba zacząć że dopiero kadencja Bronka Komorowskiego kończy się 6 sierpnia więc będzie jeszcze dużo psuł";-1
164656220;"Gratulacje.";1
164656221;"have nice fly";1
164656223;"I nie wracaj?uważaj by cie drzwi nie przygniotły:)\nPA\nAdiou jak powiedział kubus puchatek";-1
164656225;"Macierewicz możesz  już wyjść z szafy .)";-1
164656227;"Frajerzy Ci co głosowali na Bronka haha :P";-1
164656228;"Promocja !!!";1
164656230;"Ale chała, wracają SB-ckie czasy. Trzeba będzie to przetrwać.";-1
164656231;"Wyboru zostały sfałszowane!";-1
164656232;"Szwajcaria ma dobre opcje)))";1
164656239;"To się teraz zacznie podliczanie PO. Na razie druga porażka z rzędu :-)\nKomor przegrał, bo część elektoratu odpuścił zupełnie (ten który wyzywał od \"średniowiecza\"), ponadto nie zrozumiał czemu sukces odniósł Kukiz (nie przez JOW samo w sobie!), a wreszcie-walił paroma hasłami na oślep, ale bez zrozumienia. Mozna popierac in vitro, ale i tak wstydzić się np. jak Komorowski nas reprezentował. Końcowe poparcie to wiele cząstkowych zagadnień.";-1
164656249;"przykro mi, że tak źle się oceniasz";1
164656252;"Co żeście narobili idioci!\nTypowe polskie bagno, będziecie jeszcze płakać!";-1
164656254;"Polacy to prymitywny naród.";-1
164656259;"Masz rację umów trzeba dotrzymywać, nie mam ochoty płacić za nieudaczników, którzy nie umieją liczyć, a chcieli przycwaniakować na tańszym kredycie. Też mam kredyt , płacić będę jeszcze przez 15 lat, ale w PLN, w myśl zasady w jakiej walucie zarabiasz w takiej walucie bierzesz kredyt i spłacasz. Teraz parę tysięcy nieudaczników chce najzwyczajniej ukraść pieniądze nasze wspólne";-1
164656260;"Dla tych zafajdanych min warto było poświęcić ten wieczór !! Hurrra !!";1
164656261;"za to prezes postawi ci obiat.";-1
164656262;"Raczej Wielkiemu Watykanowi. Polska to dodatek.";1
164656266;"wypij jedną lufę za mnie, a drugą za Bronka...:)";1
164656271;"Dokładnie, czekam na wiek emerytalny, zobaczymy co na to sejm.";0
164656273;"Podniesienie kwoty wolnej od podatku to dobra sprawa. Dziwię się, że 47proc. Polaków tego nie chciało. Na szczęście większość rozsądna.";1
164656281;"ale boli11111111";-1
164656285;"Nie akceptuję wyników wyborów, nie przyjmuję do wiadomości.";0
164656613;"Spokojna twoja rozczochrana... Na jesieni nie będzie już PO albo będą partią kanapową... Będą tłem polityki. Będzie PiS i Kukiz";0
164656616;"Sfałszowali wybory jak ostatnio";-1
164656621;"Nie martw się. Lepiej niech Bronek rozejrzy się za inną pracą i kredytem.";-1
164656625;"Dzis zeslanie Ducha Świętego wiec niech te wyniki dadzą nam do myślenia i tyle spokojnej nocy";1
164656626;"A ty do czego pijesz ?";-1
164656628;"Pocałuj żonę";1
164656629;"teraz zobaczycie jak sie spelnia przedwyborcze obietnice :-)))";1
164656632;"wałęsa ty patafianie";-1
164656634;"A czy Ciebie to dotyczyło????";0
164656635;"Obiecywać każdy potrafi. Obiecanki cacanki, aglupimuradosc. Zobaczymy jakie bada mieli miny ci co głosowali du..ka dude.";-1
164656674;"Obędzie się bez Bulu .-)";-1
164656676;"Mendia sie rozpisywaly,ze Komorowski nie ma przeciwnika.... Pycha was zgubila POwcy.";-1
164656677;"Komorowski czas na nowa prace za 2000 zł i kredyt .hahaha.";-1
164656679;"Do \" dziennikarka1\"...tak..dla takiej elity Duda jest najlepszy...bo w kościele głosować kazano bez znajomości programu..powodzenia w wolnym kraju";-1
164656683;"A nie lepiej do Israela????????????????";-1
164656702;"Ciemnogród pełną gębą......";-1
164656736;"Porażka Duda wygrał wybory ./";-1
164656739;"Dalej nie pojedziesz .)";1
164656741;"Porażka";-1
164657943;"Chwała Bogu !";1
164657975;"No to prze....ne.... chyba wyjadę na Kubę....";-1
164657985;"Spadaaaaj";-1
164657988;"Nie będę obłudny i nie składam gratulacji elektowi. Mam nadzieję,że nie będzie szkodnikiem i nie przyniesie wstydu.";-1
164658007;"Ryszard Makowski \"Pakuj się Bronek\"";-1
164658011;"Propaganda tvn 24 przerabała ,w wyborach jesiennych głosujemy na Kukiza!!!";-1
164658012;"ANDRZEJ DUDA !!!!!!!  ANDRZEJ DUDA !!!!!!!   ANDRZEJ DUDA !!!!!!!";1
164658013;"Ja tam Dude lubie, zaraz dolar bedzie po 4 zlote :))) - oby jak najszybciej...Euro tez za dolarem poleci w gore...:))) Boooooskooooo....";1
164658018;"Oj naiwni naiwni, znowu daliście się zwieźć PISowskiemu cwaniaczpowi, który był gotów obiecać wszystko byle się dorwać do władzy. 1O lat temu tak samo obiecywał Kaczyński i już po kilku miesiącach okazało się, że to największy baran jaki się dorwał do władzy. Teraz historia się powtarza z Dudą. Kiedy nasi obywatele wreszcie zmądrzeją? Kiedy skończy się ta huśtawka nastrojów naiwnych i zagubionych. Znowu daliście się omamić i zwariować takiemu popaprańcowi Dudzie. Oj naiwni naiwni.....";-1
164658025;"KONIEC  POLSKI .......\nTępy naród wybiera tępego....";-1
164658026;"Ten się śmieje kto się śmieje ostatni ha ha hahahahahaha";1
164658030;"grecja zbankrutowal rzez wlasne lenistwo .";-1
164658037;"jestem załamana !!!!!!!!!!!!!!!!!! co się dzieje z naszym narodem ??????????????";-1
164658042;"No i Polacy maja przerabane!!!!";-1
164658043;"Mam nadzieję, że jesienią będzie powtórka";1
164658047;"skandal, wybory sfałszowane!!! żaden Polak by nie wybrał Ukraińca";-1
164658049;"durny kandydat durni wyborcy";-1
164658050;"A ja powiem Tak:  nabraliscie sie polaczki na mnie glosujac.  Wodz Juz czeka przy telefonie aby mi dac rozkazy. Smutny dzien dla Polski.";-1
164658052;"czas na zmianę hehe olac po";-1
164658053;"PO-trafisz zmywać?\nJazda";-1
164658054;"..napisał \"kulturalny inaczej\"..";-1
164658055;"Sądząc po komentarzu ty znaczysz coś jako człowiek:/ lub nie, też sądząc po komentarzu";-1
164658062;"Teraz zobaczymy skąd weźmie tyle co obiecał to jest więcej niż  budżet Polski";0
164658066;"ci co na niego głosowali wstydzili się o tym mówić , bo to niezły obciach, słuchajcie TVN bo ci dopiero nawijają,";-1
164658067;"A czy przez ostatnie 8 lat pamiętasz jakiekolwiek spełnione obietnice (spełnione przez PO)?";0
164658068;"a ciemniaku z tamtąd co komorowski miał wziąść";-1
164658075;"Mnie ciekawi tylko jedno, skoro wszystkim świat się wali, skoro wszyscy głosowaliśmy na Bronka, skoro wszyscy, ktorych tylko spotkam i pytam na kogo głosowali, odpowiadali że na Komorowskiego, TO KTO DO JASNEJ CIASNEJ GŁOSOWAŁ NA TEGO DUDĘ?:| coś mi tu śmierdzi, bo chyba szanowny Andrzej powinien mieć większe poparcie, nieprawdaż?";-1
164658082;"Bronek  z nic nie robienia   nie ma chlebka .  Pomyśl o tym";-1
164658084;"Jesteś z WSI?";-1
164658088;"teraz trzeba cos obiecac na jiesien tym biedakom zeby wrocic na jiesien inznow ygrac PO tylko co tym C      obiecac";-1
164658094;"KAczystan powrócił";-1
164658119;"Już POgubiłeś wątek? To POważne kalectwo...";-1
164658124;"Teraz raczej wstrzymam nowe etaty w firmie z czegoś nedą musieli zasiluć kasę. Trudno coś kosztem ludzi.";-1
164658130;"teraz kolej na platfusow z PO";-1
164658158;"NiePOtrzebna fatyga, mogłeś  sobie POdarować wyszukane POczucie humoru ...  wystarczy że kupiłeś sobie garnitur.";-1
164658159;"...no, to nastąpi faszyzacja biednej Rzeczypospolitej...";-1
164658171;"Trzeba mieć nadzieję, że tak i inni nie spełni tych obietnic, bo to byłaby katastrofa";0
164658173;"Jak myslisz? Wprowadzi podatek katastralny i sam mu kase w zebach zaniesiesz.";-1
164658174;"masz  problem z  bulem? weź  IBÓprom-pomoże!!";-1
164658181;"moherowy berecie";-1
164658184;"no to bolek ma kolege bredzisława do chodzenia na ryby";-1
164442533;"Dlaczego kłamiecie???? Ktoś wam coś obiecał, czy ze strachu?";-1
164442540;"Ślązacy, weźcie sobie do serca w niedzielę słowa Dudy: \"Duda: nie ma zgody na zamykanie polskich kopalń. \"Węgiel to jest nasz narodowy skarb i gwarancja suwerenności energetycznej\"\n- bo w przeciwnym razie zamiast węgiel będziecie kopać kartofle............. u bauera .)";0
164442562;"Miałem nie iść na wybory. Ale jak patrzę na poziom komentarzy pod artykułami to uważam że trzeba iść. By nie dac satysfakcji tym forumowym prostakom piszącym kłamstwa i insynuacje.";-1
164442563;"ciekawe, co co ten szczyl , co  robił andrzej pis-duda w czasie, gdy pisowska kanalia, sedzia kryże, skazywał Bronisława Komorowskiego za działalność opozycyjną wolnosciową, ?";-1
164442567;"Sondaże na zlecenie PBK i Układu z Magdalenki ha ha ha, nie sfałszujecie bo tu tylko do wyboru dwaj kandydaci :)";-1
164442568;"Za opłacone sondaże nieuprzejmie dziękuję.\nPodobnie za fałszerstwa wyborcze.";-1
164442580;"natomiast w sondażach TVN i GW Komorowski \"miażdży\" Dudę - LOL!";1
164442581;"gosc  wkoszulce B.K.- hhhahhaha";1
164442594;"Wokół Komorowskiego sami celebryci. Normalnych ludzi brakuje w jego otoczeniu. Oderwany od społeczeństwa jak komuniści. On wychodząc ze swojej nory, stwierdził , że będzie teraz słuchał ludu. Podejrzewam , że jakby mu zagwarantować prezydenture to zgodziłby się przebiec nago ze swoją żonką wokół pałacu kultury . Karierowicz i hipokryta.";0
164442618;"Komorowski nie wygrywa to zwykłe kłamstwo po prostu media i cała szlachta jest za PO.";1
164442627;"A nie zapomnijcie zabrać ze soba swoich własnych długopisów bo diabeł nie śpi!!!!!!!!!";0
164442634;"to wielka manipulacja te sadaze wiem jak to sie robi podstawieni POdawcy  POdrobionych sadarzy ile ich wzielo zaswiadczenia towszyscy z PO paprancow";-1
164442644;"Panie Duda jak teść przyjdzie na obiad to nie jecie schabowego. a szkoda takie to dobre";0
164442655;"Komunistyczni generałowie, którzy pacyfikowali stoczniowców i stali murem za stanem wojennym, a potem ochroną WSI poparli Komorowskiego. I wszystko jasne, kto za nim stoi.... Nie chce aby Polską rządziła komunistyczna bezpieka z korzeniami w Moskwie.";-1
164442668;"Kazdy kto zaglosoje na Komorowskiego bedzie wspolwinny smierci 4700 osob rocznie.\nBo tyle osob rocznie popelnia samobojstwo z braku pracy!.";-1
